,sentence,university,moral_label
1412,"conducting novel and impactful research that generates new knowledge, solves real-world problems locally and globally, and enhances lives through research, creative activity, and transformational innovations is among the most fundamental purposes of the institution.",University of Nebraska–Lincoln,1
1413,"it is imperative that research and creative activity be central to every university action, interaction, and decision; that sizable resources be committed to bolstering research and creative activity; and that students, faculty and staff are involved and stakeholders meaningfully engaged in research and creative activities.",University of Nebraska–Lincoln,1
1414,"strategies: 1. align all aspects of academic, s tudent, and business affairs in support of research, scholarship, and creative activity 2. r ecruit and develop diverse world-class researchers, scholars, artists, and staff and provide them with strong institutional and community support 3. build ne w mechanisms to reward and retain highly successful faculty 4. r ecruit, develop, and compensate a competitive and highly competent community of graduate students and post-doctoral fellows 5. ensur e dedicated, long-term research or creative activity experiences for students 6. r evise unl apportionment guidelines and staff position descriptions and evaluation criteria to include engagement 7. apply f or international and national awards and fellowships for faculty and students 8. c ommunicate broadly about the breadth and social impact of research and creative activity expectations: 1. incr eased number and diversity of tenured and tenure-leading faculty with a majority research apportionment 2. incr eased number, size, and scope of extramural proposal submissions 3. incr eased revenues for research and creative activity through a diverse funding portfolio 4. incr eased number and impact of scholarly journal articles and creative works aim: es tablish a culture at nebraska committed to increasing the impact of research and creative activity | 13 | | 12 | aims of the n2025 strategic plan aims of the n2025 strategic plan 5. cr eate shared learning experiences that include interdisciplinary groups of students, post-doctoral fellows, and faculty 6. l everage interdisciplinary strengths and related initiatives, including those at nebraska innovation campus and elsewhere, into the development of intellectual property, technology transfer, and entrepreneurial activity 7. identify gr and challenges that leverage existing strengths and seek to solve issues important to nebraska and the world 8. c ommit, generate, and expand sources of support for investment in grand challenges, interdisciplinary research, creative activity, and education 9. int egrate creative activities and education into solutions for grand challenges in an intentional and substantive manner expectations: 1. incr eased number and diversity of individuals, teams (faculty, staff, post-doctoral fellows, and students), and centers working on high priority challenges 2. incr eased investments (financial resources and facilities) in successful teams and centers 3. e valuation system developed and implemented to ensure continued productivity of successful interdisciplinary centers and units 4. incr eased number of national and international collaborations in grand challenge areas 5. incr eased number of interdisciplinary scholarly products (proposals, grants, publications, creative works) 6. incr eased number of tenure-track faculty apportioned to interdisciplinary centers and units 7. annual review and promotion documents that value and reward collaboration and interdisciplinary work 8. incr eased number of interdisciplinary learning experiences established 9. incr eased number of patents, copyrights, licensing, and research-based start-up companies 10. gr and challenge topics for nebraska established and resources committed to them 11. s tructures and systems established to support research and creative activities aligned with grand challenges targets: 1. increase extramural funding, scholarship, and creative activities generated by interdisciplinary teams by 15 % annually on a three-year rolling average 2. at least 50% of strategic research investments aligned with university-prioritized grand challenges 3. increase the number of u.s. patents issued by 70% and the number of licenses executed by 50% 4. form seven research-based start-up companies annually, based on university technologies we are nebraska.",University of Nebraska–Lincoln,0
1415,"engagement — the co-creation, co-discovery and co-development of solutions — is key to the land grant mission of the university of nebraska.",University of Nebraska–Lincoln,1
1416,"engagement brings nebraska to the world, and the world to nebraska through a university where students, faculty, staff and alumni are actively engaged across nebraska and beyond.",University of Nebraska–Lincoln,1
1417,"it is imperative that the university embrace a culture of engagement and partnership that generates genuine mutual benefit both in nebraska and across the world, while creating extraordinary opportunities for students, alumni, industry, community partners, faculty, and staff.",University of Nebraska–Lincoln,1
1418,"at its core, engagement is about relationships and reciprocity that must be built upon a foundation where every person and interaction matters.",University of Nebraska–Lincoln,1
1419,"strategies: 1. r ecognize engagement (i.e., relationships with stakeholders for opportunities in partnership and impact) as one of nebraska’s mission areas, reflected in staff and faculty apportionments and evaluation criteria 2. cr eate a vehicle for advancing and supporting student engagement in communitybased research, creative activity, and learning experiences at the local, national, and global level 3. es tablish and nurture strong, consistent two-way communication with stakeholder groups allowing for research and learning collaborations 4. es tablish new international partnerships that connect the world to nebraska, and nebraska to global opportunities 5. pursue carnegie c ommunity engagement classification 6. de velop huskers for life program to engage alumni and stakeholders from varying sectors and cultural backgrounds in life-long learning opportunities and partnerships 7. embr ace and exploit existing and future technologies to promote access for individual and community-based research, learning, engagement, and creative activities 8. c oncentrate resources and funding to promote engagement responsive to unique local, national, and international needs expectations: 1. unl apportionment guidelines and s taff position descriptions and evaluation criteria revised to include engagement 2. s tudent engagement program developed and supported 3. incr eased number of and impact on community, industry, and global partners 4. carnegie c ommunity engagement achieved aim: broaden nebraska’s engagement in community, industry, and global partnerships | 14 | | 15 | we must commit to inclusive excellence — an active process ensuring that excellence is reflective of diversity in all forms.",University of Nebraska–Lincoln,1
1420,"as systematic efforts expand to recruit and retain historically underrepresented students, faculty, and staff, it is imperative that this work be done in close concert with efforts to further improve the quality of research, creative activities, teaching, and engagement.",University of Nebraska–Lincoln,1
1421,"an integrated approach will greatly improve work toward minimizing barriers and enhancing and creating new programs in support of equity, diversity, and inclusion.",University of Nebraska–Lincoln,1
1422,"this intentional integration will equip us to better solve the challenges that face nebraska and the world, while preparing students for a continually evolving and global workforce.",University of Nebraska–Lincoln,0
1423,an environment that emphasizes inclusive excellence and diversity is a place that embraces the importance of every person and knows that every interaction matters.,University of Nebraska–Lincoln,1
1424,"strategies: 1. create systematic procedures to evaluate and improve campus climate focused on inclusion, diverse experiences, and sense of belonging 2. engage in practices that value every person and every interaction in ways that promote equity, dignity, and respect for individuals from a diversity of backgrounds and perspectives 3. enhance participation in critical dialogue around issues of equity and inclusion 4. embed inclusive excellence into existing and new educational and professional learning opportunities for students, staff, faculty, and administrators 5. expand systematic efforts to recruit and retain students from underrepresented groups 6. expand systematic efforts to recruit and retain faculty, staff, and administrators from underrepresented groups aims of the n2025 strategic planaims of the n2025 strategic plan aim: create a climate at nebraska that emphasizes, prioritizes, and expands inclusive excellence and diversity 5. incr eased engagement of alumni and stakeholders 6. incr eased engagement through online platforms 7. impr oved infrastructure and professional development to promote communication, applied research, and sharing of knowledge 8. a ccelerated and concentrated response to needs targets: 1. unl is designa ted a carnegie community engagement campus 2.",University of Nebraska–Lincoln,1
1425,"5% annual increase in number of overall alumni giving 7. identify and address institutional barriers that perpetuate equity gaps between and across underrepresented groups 8. enhance existing and create new programs and networks for resilience and personal well-being for students, staff, faculty, and administrators 9. enhance existing and create new programs and networks for academic, cultural, and social support for students, staff, faculty, and administrators expectations: 1. increased number of students from underrepresented groups 2. reduced inequities in retention and graduation across student populations 3. increased number of faculty, post-doctoral scholars, and staff applicants and hires from underrepresented groups 4. increased retention rates of students from underrepresented groups 5. increased graduation rates of students from underrepresented groups 6. increased numbers and retention of faculty from underrepresented groups 7. increased retention of staff from underrepresented groups 8. increased number of programs/activities focused on well-being and resilience targets: 1. increase enrollment of first-time entering students from underrepresented ethnic/racial groups by 7 % 2. increase enrollment of pell-eligible first-time entering students by 8% 3. provide inclusive excellence professional education to 100% of instructors 4. increase the participation of underrepresented gender, ethnic, and racial employees in leadership development programs by 20% 5. provide inclusive excellence professional education to all search committee members 6.",University of Nebraska–Lincoln,0
1426,"100% of colleges and units utilize equity data and goals to develop recruitment and retention plans for increasing ethnic, racial, gender, and cultural representation of underrepresented groups among faculty and staff 7. provide inclusive excellence professional education to all new employees| 16 | we believe in the power of every person.",University of Nebraska–Lincoln,1
1427,"the most important asset at the university of nebraska is its people — students, staff, post-doctoral fellows, and faculty.",University of Nebraska–Lincoln,1
1428,it is critical to provide access to individualized professional development and effective mentorship for all members of the university community.,University of Nebraska–Lincoln,1
1429,a comprehensive approach to professional development will result in a vibrant and supportive climate characterized by excellence in all mission areas of our institution.,University of Nebraska–Lincoln,1
1430,"strategies: 1. ensur e a means for all faculty, graduate and professional students, post-doctoral fellows, and staff to co-create an individualized professional development roadmap 2. de velop and enhance structures for all faculty, post-doctoral fellows, staff, and students to have access to a mentor or advisors 3. es tablish professional development around mentoring and reward effective mentorship of faculty, post-doctoral fellows, staff and students 4. cr eate and allow access to university-sponsored staff council for staff to provide input on relevant issues to university leadership 5. r evolutionize graduate education to include professional development in response to workforce needs 6. build and enhanc e institutional structures and culture for participative decision-making 7. embed inclusiv e excellence in existing and new professional development opportunities or systems expectations: 1. document ed individualized professional development plan established for all faculty, post-doctoral fellows, graduate and professional students, and staff 2. ment or or advisor provided for all faculty, post-doctoral fellows, staff, and students 3. pr ofessional development methods established and delivered to faculty, post-doctoral fellows, staff, and students 4. ment orship incentives established and awarded 5. s taff council created 6. gr aduate education continually updated to allow for flexibility and individualization 7. impr oved transparency in administrative decision-making 8. incr eased student, faculty, and staff retention 9. incr eased job satisfaction 10. impr oved placement of graduates and post-doctoral fellows targets: 1. all annual e valuations will align with apportionments and assigned duties 2.",University of Nebraska–Lincoln,1
1431,"100% of faculty, post-doctoral fellows, staff, and graduate and professional students have a documented and individualized professional development plan 3. all leaders and adminis trators engage in professional development associated with inclusive excellence and participative decision-making 4. all f aculty, post-doctoral fellows, staff and students have a mentor or advisor and all evaluations include reporting of mentorship activities 5. all gr aduates and post-doctoral fellows employed in appropriate jobs commensurate with their degree 6. unl will be in top tier of employee satisfaction among higher education institutions aims of the n2025 strategic planaims of the n2025 strategic plan aim: prioritize participation and professional development for all nebraska students, staff, and faculty to achieve the n2025 aims, the university must commit to responsible stewardship of resources to reinforce institutional priorities.",University of Nebraska–Lincoln,0
1432,"realization of the aims and implementation of the strategies will require: • an implementation plan for the n2025 strategic plan • intentional and transparent allocation of resources to incentivize actions that align with the n2025 strategic plan • intelligent and sustainable investments in key university resources, and, in particular, people • development of a sustainable built environment and technology infrastructure to support n2025 strategic plan • creation of an incentive-driven and financially strong campus environment led by the n2025 strategic plan • systematic cost reductions across administration • formulation of a long-term road map for university operations that ensures sustainability, environmental resilience, and stewardship of natural resources the university recognizes its significant responsibility to the citizens of the state of nebraska and the need to be good stewards of all of its resources.",University of Nebraska–Lincoln,1
1433,"responsible stewardship of resources | 17 || 18 | | 19 | kathy ankerson dean, college of architecture marco barker vice chancellor for diversity and inclusion laurie bellows interim vice chancellor for student affairs rick bevins (co-chair) chancellor’s professor and chair of psychology ken bloom professor of physics and astronomy mike boehm harlan vice chancellor for the institute of agriculture and natural resources nicole buan associate professor of biochemistry and president-elect, faculty senate shane farritor (co-chair) david and nancy lederer professor of mechanical engineering kevin hanrahan associate professor of voice and vocal pedagogy and faculty senate president carrie heitman associate director, center for digital research in the humanities and associate professor of anthropology tiffany heng-moss dean, college of agricultural sciences and natural resources chuck hibberd dean and director, nebraska extension emily johnson unl student regent and president, asun sherri jones dean, college of education and human sciences lisa kaslon professional development coordinator and 4-h coordinator, extension educator mary lagrange controller and associate vice chancellor for business and finance tony lazarowicz associate director of advising, college of arts and sciences and past president, uaad charlene maxey-harris interim chair, interim associate dean and associate professor, university libraries t. j. mcdowell assistant vice chancellor for student affairs tawnya means assistant dean, college of business; director, college of business teaching and learning center and assistant professor of practice richard moberly interim executive vice chancellor for academic affairs bill nunez vice chancellor for business and finance john kalu osiri director of international business and associate professor of practice of management angela pannier (co-chair) maxcy professor of ag and natural resources and professor of biomedical engineering julia reilly ph.d. student and past president, graduate student assembly kelsey sims doctoral programs coordinator, graduate studies and past president, unopa francisco souto director, school of art, art history & design and professor of art susan sheridan (co-chair) george holmes university professor and director, nebraska center for research on children, youth, families and schools james van etten william allington distinguished professor of plant pathology bob wilhelm vice chancellor for research and economic development rick bevins chancellor’s professor and chair of psychology shane farritor david and nancy lederer professor of mechanical engineering angela pannier maxcy professor of ag and natural resources and professor of biomedical engineering susan sheridan george holmes university professor and director, nebraska center for research on children, youth, families and schools n2025 strategy team membership directory n2025 strategy team membership directory n2025 ex-officio members n2025 co-chairs deb fiddelke chief communication and marketing officer ronnie green chancellor diane mendenhall associate to the chancellor will thomas john and catherine angle chair in the humanities and professor of history mike zeleny chief of staff and associate to the chancellorthe university of nebraska does not discriminate based upon any protected status.",University of Nebraska–Lincoln,1
1434,"2 vision, mission, and values the vision, mission, and core values are the guiding principles of the university of southern mississippi.",University of Southern Mississippi,1
1435,"vision the university of southern mississippi is distinctive among national research universities in adding value to our students’ experiences, uniquely preparing them to be ready for life.",University of Southern Mississippi,1
1436,"our hallmark is a fully engaged lifelong learning approach integrating inspired teaching, collaborative research, creative activity, and service to society.",University of Southern Mississippi,1
1437,"southern miss produces graduates who are ready for life, ready to succeed professionally and as responsible citizens in a pluralistic society.",University of Southern Mississippi,1
1438,values the mission of the institution is supported by the following values: 1. research and instructional excellence focused on student success at all teaching sites and through campus-based and distance education.,University of Southern Mississippi,1
1439,"in my inaugural address, i challenged the southern miss community to be distinctive, providing our students with a value added that they will not find in other places.",University of Southern Mississippi,0
1440,we are embracing the audacious goal of helping our students become ready for life — prepared to make a great living and create an extraordinary life after earning their degrees.,University of Southern Mississippi,1
1441,"the goals and objectives in the 2025 strategic plan will set the university on a path to provide this added value to our students with excellent faculty and staff, effective business processes, and investments in dynamic academic programs and modern technology.",University of Southern Mississippi,0
1442,"these are challenging times for all of public higher education with the enrollment cliff, inflation in operating expenses, shifting views of the value of four-year degrees, and increased competition from career-technical programs and nimble private institutions.",University of Southern Mississippi,0
1443,"as an institution, we have pressing needs for strategic investment in technology, facilities, and faculty and staff compensation to ensure a sustainable future.",University of Southern Mississippi,0
1444,"accomplishing our goals will not be easy, but we are accustomed to overcoming challenges.",University of Southern Mississippi,0
1445,"in fact, it is a hallmark of the southern miss culture to set audacious goals and pursue them with an uncommon passion and a relentless persistence.",University of Southern Mississippi,0
1446,"i will appoint a standing strategic plan committee to assess progress toward the defined goals and objectives, report biannually to the president, and reassess the plan to pinpoint adjustments based on goals and objectives achieved and address new opportunities and challenges in the academic landscape.",University of Southern Mississippi,0
1447,the work of this new committee will be coordinated by staff in the office of the president and the office of the provost.,University of Southern Mississippi,0
1448,together we will ensure a sustainable future that leads southern miss…to the top!,University of Southern Mississippi,1
1449,kpi16: at least half of division of student affairs-sponsored student-facing events will include educational components inspired by the ready for life messaging.,University of Southern Mississippi,0
1450,kpi20: students will indicate high satisfaction with division of student affairs programs and services.,University of Southern Mississippi,0
1451,kpi21: student satisfaction inventory student centeredness scale results will show improvement after baseline collected.,University of Southern Mississippi,0
1452,kpi22: student satisfaction inventory campus life scale results will show improvement after baseline collected.,University of Southern Mississippi,0
1453,kpi23: student satisfaction inventory safety and security scale will show improvement after baseline collected.,University of Southern Mississippi,0
1454,kpi24: student satisfaction inventory service excellence scale will show improvement after baseline collected.,University of Southern Mississippi,0
1455,kpi25: student satisfaction inventory campus climate scale will show improvement after baseline collected.,University of Southern Mississippi,0
1456,• build a stronger commitment and support structure with community colleges for transfer enrollment ideas and strategies (degree plan articulation).,University of Southern Mississippi,0
1457,"• develop a program to identify and support students who need academic support (at-risk, students not retained, etc.).",University of Southern Mississippi,0
1458,• promote division of student affairs integration of ready for life outcomes into programming.,University of Southern Mississippi,0
1459,objective 1: promote curricular innovation that prepares students for career success and to act as ethical and responsible global citizens.,University of Southern Mississippi,1
1460,• create and promote new programming in career services that grows student engagement.,University of Southern Mississippi,0
1461,kpi38: increase portfolio of awards and recognition that provide tangible incentives.,University of Southern Mississippi,0
1462,"kpi46: increase translational and commercialization programs to support startups and entrepreneurial opportunities.8 objective 4: enhance the quality of research infrastructure to support a culture of excellence and innovation by optimizing research development processes, expanding support systems and services, and improving access to state-of-the-art equipment, research, and creative spaces across the institution.",University of Southern Mississippi,0
1463,"kpi47: increase the percentage of faculty/staff utilizing research support services (ora, ori, rs, oim, oehs).",University of Southern Mississippi,0
1464,kpi48: continuous improvement in satisfaction scores from users on the quality of support services.,University of Southern Mississippi,0
1465,• evaluate mechanisms for providing dedicated time and funding for faculty and pis to engage in research and creative activities.,University of Southern Mississippi,0
1466,• create an infrastructure to identify eligible scholars to support and assist in nomination for research honors and awards.,University of Southern Mississippi,0
1467,"• establish a plan to evaluate, support, and develop research staff administration in ovpr and across colleges and centers consistent with the growth in extramural grants and contracts and in response to changes in federal regulations and compliance.",University of Southern Mississippi,0
1468,"• establish a research and creative activities space workgroup under the research advisory council that will establish mechanisms for evaluating space utilization, allocation, infrastructure, and equipment upgrade needs for research and creative activity space.",University of Southern Mississippi,0
1469,• enhance training for ora staff to support faculty and staff involved in community-engaged research.,University of Southern Mississippi,0
1470,kpi55: create a process for prioritizing technology projects in support of usm priorities within one year.,University of Southern Mississippi,0
1471,• foster collaboration and communications between it and other departments to ensure technology solutions meet the needs of stakeholders.,University of Southern Mississippi,0
1472,"• complete campus master plan, roth iams assessment and gordian study to support ongoing facility asset management.",University of Southern Mississippi,0
1473,"partnering for progress goal 5: engage the university’s diverse community of alumni and friends in personalized, integrated, and coordinated ways to foster dynamic relationships, extend our reach, and enhance lifelong connections in support of the institution’s strategic priorities.",University of Southern Mississippi,0
1474,objective 1: engage alumni and friends with volunteer activities and service opportunities that have a positive impact and cultivate a sense of community.,University of Southern Mississippi,1
1475,"• maintain open and ongoing dialogue between the usm foundation, the southern miss athletic foundation, and the southern miss alumni association and campus leaders on projects, events, and opportunities related to alumni and donor engagement.12 strategic plan steering committee • steering committee co-chair – dr. nina mclain, associate professor and nurse anesthesia program administrator • steering committee co-chair – dr. eric powell, professor and director, science center for marine fisheries, gcrl • chair of the academic enterprise subcommittee – dr. joshua bernstein, associate professor and director of graduate studies, english; faculty senate president-elect • chair of the research enterprise subcommittee – ms. jill hendon, center for fisheries research and development, gcrl; staff • chair of the student recruitment and enrollment subcommittee – dr. brandon allen, associate teaching professor and director of sport management • chair of the student engagement and success subcommittee – dr. delores mcnair, assistant dean of students • chair of the philanthropy, alumni, and community subcommittee – dr. colin mckenzie, associate professor and director, school of music • chair of the administrative and auxiliary operations subcommittee – ms. kelly james penot, human resources manager • ex-officio support group – dr. douglas masterson, senior associate provost for institutional effectiveness; dr. julie howdeshell, director, quality enhancement; ms. kim gallaspy, chief of staff and strategic advisor to the president strategic plan subcommittees academic enterprise subcommittee • chair – dr. joshua bernstein, associate professor and director of graduate studies, english; faculty senate president-elect; hattiesburg; faculty • dr. lawanda baskin, assistant professor and director, school of leadership and advanced nursing practice; hattiesburg; faculty • dr. joby bass, associate professor, school of coastal resilience; gulf park; faculty • dr. kemal cambazoglu, assistant professor, school of ocean science and engineering; stennis; faculty • dr. mike davis, professor and assistant director, school of biological, environmental, and earth sciences; hattiesburg; faculty • dr. jamye foster, professor and associate dean of research and graduate education, college of business and economic development; hattiesburg; faculty • dr. jay howell, associate professor, program coordinator, and interim associate director, school of education; hattiesburg; faculty • dr. melanie leuty, professor, school of psychology; director, center for faculty development; hattiesburg; faculty • ms. kathryn lowery, director, institutional effectiveness; hattiesburg; staff13 research enterprise subcommittee • chair – ms. jill hendon, director, center for fisheries research and development; gcrl; staff • prof. meg brooker, professor and director, school of performing and visual arts; hattiesburg; faculty • dr. brian cuevas, director of innovation management; hattiesburg and gulf coast; staff • dr. holly huye, associate professor, school of kinesiology and nutrition; co-director, mcctr community engagement and outreach core; hattiesburg; faculty • dr. derek patton, professor and director, school of polymer science and engineering; hattiesburg; faculty • dr. christopher smith, assistant professor, school of finance; hattiesburg; faculty • prof. tisha zelner, associate professor and head of public services, university libraries; hattiesburg; faculty • dr. xiaodong zhang, professor, school of ocean science and engineering; stennis; faculty student recruitment and enrollment subcommittee • chair – dr. brandon allen, associate teaching professor and director of sport management; hattiesburg; faculty • ms. tracy barnhill, director of graduate school operations; hattiesburg; staff • ms. mary beard, director of nationally competitive programs and awards, honors college; hattiesburg; staff • ms. amanda cascio, director of marketing and enrollment, office of online learning; hattiesburg; staff • dr. erin dornan, director of communications and operations, enrollment management; hattiesburg; staff • ms. cynthia habeeb, marketing strategist for academic programs, gulf park; gulf park; staff • ms. petra marlin, director of international recruitment and admissions; hattiesburg; staff • prof. lorraine stuart, professor, head of special collections and curator of historical manuscripts and archives, university libraries; hattiesburg; faculty • dr. wei wang, associate professor and undergraduate coordinator, school of marketing; hattiesburg; faculty student engagement and success subcommittee • chair – dr. delores mcnair, assistant dean of students; hattiesburg; staff • dr. mary funk, associate teaching professor, school of leadership; gulf park; faculty • col. brian hawkins, veteran’s outreach coordinator, center for military veterans, service members and families; hattiesburg; staff • ms. robin johnson, director of student services and assistant registrar, student services one stop; gulf park; staff • dr. masha krsmanovic, assistant professor, school of education; hattiesburg; faculty • ms. laura laughlin, executive director of student connections, division of student affairs; hattiesburg; staff • dr. michelle mcleese, assistant teaching professor and program coordinator, school of social science and global studies; hattiesburg; faculty • ms. heidi nelson, director, student counseling services; hattiesburg; staff • dr. lindsay wright, associate professor, school of child and family sciences; hattiesburg; faculty14 philanthropy, alumni, and community subcommittee • chair – dr. colin mckenzie, associate professor and director, school of music; hattiesburg; faculty • mr. daniel barton, senior planned gift officer, usm foundation; hattiesburg; staff • ms. amy batiste, major gift officer, college of arts and sciences; hattiesburg; staff • dr. laura blackmon, associate director, marine education center; gcrl; staff • dr. david davies, professor, school of media and communication; director, british studies program; hattiesburg; faculty • ms. stephanie mclendon, director, executive education center; gulf park; staff • ms. nicole ruhnke, chief communication officer; representing the alumni association; hattiesburg; staff • dr. candice salyers, assistant professor, school of performing and visual arts; faculty senate secretary; hattiesburg; faculty • prof. russ willis, assistant teaching professor, school of management; hattiesburg; faculty administrative and auxiliary operations subcommittee • chair – ms. kelly james penot, human resources manager; hattiesburg; staff • prof. amber hatten, professor of practice and mpa director; hattiesburg; faculty • dr. kelly darnell, associate research professor and director, gulf coast research laboratory; gcrl; faculty • ms. gina mccarty, assistant to the dean for finance and administration, college of education and human sciences; hattiesburg; staff • mr. lynn smith, director of fiscal planning and analysis; hattiesburg; staff • mr. jeff taylor, union director; hattiesburg; staff • dr. t.j. tesh, associate professor and associate director for student services and operations, school of music; hattiesburg; faculty • mr. nick williams, director of technology support services, itech; hattiesburg; staff • ms. cara wilson, administrative specialist, school of social science and global studies; hattiesburg; staff eoe/f/m/vets/disability uc8906",University of Southern Mississippi,0
1476,"the mission of the university of tokyo forests, an affiliated facility of the graduate school of agricultural and life sciences, is to create and maintain forests that link science to society.",University of TOKYO,1
1477,"taking advantage of over a century of long-term data as well as education and research conducted in cooperation with local communities, the forests contribute to the university of tokyo’s efforts toward green transformation (gx) through research on sustainable timber production and other activities.",University of TOKYO,1
1478,"because the conditions and assumptions that we have taken for granted are changing so drastically, those of us in academia must maintain a clear understanding of the mission of the university and possess a comprehensive vision that stretches from the past into the future as we continue to strive to create new knowledge.",University of TOKYO,1
1479,"that understanding and vision are the foundation for utokyo compass, the statement of our university’s guiding principles that we announced in october 2021. as we declared then, the university of tokyo has been given a mission by society to nurture talented individuals who can actively tackle the profound challenges facing humanity.",University of TOKYO,1
1480,i have often emphasized the importance of reconnecting learning to society.,University of TOKYO,1
1481,"today, with social frameworks changing rapidly, specialized learning in the classroom is not enough to create leaders who can raise original questions, integrate different kinds of knowledge, tackle diverse social issues, and work together with others to build a better future.",University of TOKYO,1
1482,that is why the university of tokyo focuses on providing our students with opportunities to engage directly with people throughout society and to gain knowledge through that experience.,University of TOKYO,0
1483,"practicing entrepreneurship is also linked to the importance of “care,” which involves perceiving the various needs and wants that exist in society and responding to them appropriately.",University of TOKYO,1
1484,that is why the university of tokyo emphasizes education that reconnects learning with society.,University of TOKYO,1
1485,"we encourage the younger generation, who will be responsible for the future of our society, to seek solutions to the global challenges that their generation will face, to serve the public interest through social entrepreneurship, and to launch startups that can play an active role on the world stage.",University of TOKYO,1
1486,the first step in boosting our management capacity has been to devise a new model for what a university like ours can be.,University of TOKYO,0
1487,"as a national university corporation, the university of tokyo has been largely dependent on government funding, which comes with many conditions and restrictions.",University of TOKYO,0
1488,"as leading universities in other countries have shown, universities can accomplish more when they also have sufficient funds to spend at their own discretion.",University of TOKYO,0
1489,one step to increase our discretionary resources has been to begin issuing university bonds.,University of TOKYO,0
1490,an excellent example of what an institution with sufficient financial independence can accomplish has been shown by oxford university.,University of TOKYO,0
1491,that success clearly demonstrated the need for a university like ours to have autonomous funding and management.,University of TOKYO,0
1492,"with our management capacity strengthened, our goal is to provide even greater value through our education and research and thus earn the recognition and support of society, creating a positive cycle of trust that leads to even more creative activities.",University of TOKYO,1
1493,we have many exciting actions planned in order to vigorously advance our “way” of being a university that serves the public good worldwide.,University of TOKYO,1
1494,this “utokyo way” was created to share what we have been doing with as many people as possible and to tell them about the future to which we aspire.,University of TOKYO,0
1495,"after you have read it, we hope that you will engage in dialogue with us.",University of TOKYO,0
1496,president’s message teruo fujii president the university of tokyo (utokyo) 11 utokyo way 2022-20231 president’s messagecreating new paradigms for contributing to society contributing to the breadth of world knowledge solving complex global issues proposing new ways for human societies to exist the university of tokyo future society creation model a future-oriented investment strategy inspired and guided by utokyo compass the diagram below represents the missions of the university of tokyo and the process it has been following to create value in its interactions with society.,University of TOKYO,1
1497,"the elements are all interconnected, and the cycles extend from the short and medium term to the long and very long term.",University of TOKYO,0
1498,"value is created through activities centered on the multifaceted 3 perspectives of utokyo compass — strengthening knowledge, nurturing people, and creating place (see next page).",University of TOKYO,0
1499,initiatives undertaken by the university have broad impacts on society and social capital.,University of TOKYO,1
1500,"the proposals we make for a prosperous and hopeful future society seek to transform how society functions, as well as to contribute to the diversity of knowledge and to the solution of complex global issues.",University of TOKYO,1
1501,"some examples of our initiatives are described beginning on page 14. by creating value and earning support from society through our activities, the university of tokyo both receives support from and gives back to society.",University of TOKYO,1
1502,"as an institution committed to serving the global public, we will continue to promote this virtuous cycle in the years ahead.",University of TOKYO,1
1503,"toward a prosperous and hopeful future society establishing management capacity for autonomous and creative activity 1. develop an autonomous and creative university model 2. formulate a sustainable management strategy and expand the functions of the university 3. cultivate support and appreciation for the university’s roles knowledge 4. seek solutions to global problems 5. promote diverse scholarship 6. generate excellent academic knowledge 7. generate value through co-creation with industry 8. promote responsible research people 9. nurture inclusiveness and capacity for creative dialogue 10. nurture an international outlook 11. undergraduate education: cultivate disciplinary expertise, wide-ranging knowledge, and high ethical standards 12. graduate education: cultivate advanced disciplinary expertise and practical capabilities to tackle nextgeneration problems 13. support early-career researchers 14. cultivate administrative staff with advanced expertise and a creative mindset 15. connect the university and society through bidirectional recurrent education place 16. create a supportive and empowering campus that anyone in the world would want to join 17. support education and research activities 18. expand the campus in cyberspace 19. extend our place into wider society 20. extend our place internationally establishing management capacity for autonomous and creative activity perspective 2 people conceptual diagram of utokyo compass cycles run across various timelines diversified financing new governance structure independent and creative management capacity society university history ｜ knowledge ｜ people ｜ place management resources accumulated academic learning and the search for truth the value of creation a wealth of diverse academic knowledge that contributes to the world a public equipped with expert knowledge and learning a university admired by the world perspective 1 knowledge perspective 3 place strengthening knowledge creating place nurturing people dialogue between the university and people activities creating trust and extending university functions dialogue with the public 12 13 utokyo way 2022-2023 utokyo way 2022-20231 president’s message1 president’s messagevalue creation 2together with thirteen japanese companies, the cgc established the energy transition initiative—center for global commons (eti-cgc), a platform for industryacademia collaboration, to discuss pathways and policies for japan to achieve decarbonization.",University of TOKYO,0
1504,"since then, the eti-cgc has been discussing with leaders of participating companies, making extensive use of the university of tokyo’s academic knowledge and resources, on the topics of japan’s energy transition strategy toward decarbonization by 2050, and its closely associated 2050 future vision strategy, including the industrial structures and lifestyle changes.",University of TOKYO,0
1505,the cgc will continue research and practice to deal with the global issues facing humanity in collaboration with leaders from various areas across academic disciplines and businesses as well as beyond borders.,University of TOKYO,1
1506,global warming and the degradation of biodiversity and ecosystems—the effects of which are becoming increasingly evident—are causing progressively greater difficulties for human society.,University of TOKYO,0
1507,"drastically reducing the burden that we place on the environment and protecting earth system stability will require us to make fundamental changes in the major economic systems that govern our energy, food, production and consumption, and cities.",University of TOKYO,1
1508,"ever since, the cgc has been working on and advocating a strategic framework and actions to transform the socio-economic systems necessary for protection of the global commons, together with various partners from business, finance, goverments, and international organizations.",University of TOKYO,1
